id,style,name,alcohol_by_volume,brewery_id,description,TRUE
423,"American-Style India Pale Ale","Inversion IPA",6.8000001907,441,"After several months of experimentation, energy and obsession, Deschutes Breweryâ€™s brewers have triumphed once again.  Inversion I.P.A.'s trio of American hops delivers an over-the-top nose with hints of orange and grapefruit.  Inversion is then dry-hopped for seven days resulting in an added hoppy kick.  To balance the hop character, Deschutesâ€™ brewers used crystal and caraston malts that weave throughout the beer providing soft, complex caramel flavors. 


Just like clear days up on the mountain, Inversion I.P.A. will deliver a path to higher ground.  Inversion I.P.A. is a phenomenal NW-style I.P.A., beckoning all beer drinkers and enticing I.P.A. lovers to invert their world and find clarity above the routine of the everyday.",1
424,"American-Style Pale Ale","India Pale Ale",7.5,844,,1
425,Porter,"London Porter",6.5,844,,1
427,"American-Style Lager",Rubia,6,363,,1
428,"American-Style Lager","Session Premium Lager",5.0999999046,562,,1
429,"American-Style Lager","Mocny BOSS / BOSS Beer",8.1000003815,156,,1
430,"Traditional German-Style Bock","La Rossa",7.1999998093,127,,1
431,"German-Style Pilsener","Blue Paddle Pilsener",4.8000001907,905,"Climb on in and grab a paddle. Our first foray into lagered beers, Blue Paddle Pilsener-Lager, is a Czech style pilsener with a refreshing crispness from noble hops and a rich, malty finish. â€˜Blue Paddleâ€™ refers to the implement our warehouse managerâ€™s Grandma once used to lovingly paddle his a** when she caught him stealing sips of her beer. With more body than a traditional Belgian pils, Blue Paddle is reflective of Europeâ€™s finest pilseners.",1
432,"American-Style Lager",Lager,4,367,,1
440,"Belgian-Style Quadrupel","Abt 12",10,296,"The absolute top quality in the hierarchy of the St. Bernardus beers. It is also the beer with the highest alcohol content (10.50 %).

A dark ivory coloured beer with a high fermentation. 


The show piece of the brewery. Thanks to its soft and unconditionally genuine aroma, the beer can be smoothly tasted.  The Abt has a very fruity flavour.",1
445,"Old Ale","Bah Humbug",6,1375,,1
447,"Old Ale","Harvest Ale 2005",11.5,727,,1
449,Porter,"Old Engine Oil",6,638,,1
453,Porter,"Old Slug Porter",4.5,1043,,1
455,Porter,Porter,7.0999999046,744,,1
457,Porter,Nightmare,5,626,,1
461,"American-Style Pale Ale","Ale Mary",6,1043,,1
474,"Traditional German-Style Bock","Christmas Bock",6,70,,1
475,"Belgian-Style Dubbel","Prior 8",8,296,"This noble delicious beer with a high fermentation has a ruby purple colour with a full malty and fruity taste (8% alcohol content). 


This beer has a beautiful round froth due to the second fermentation with a taste that creates a perfect balance between sweet and sour.",1
479,"South German-Style Hefeweizen",Weisse,4.9000000954,70,,1
480,"German-Style Schwarzbier","MÃ¶nchshof Premium Schwarzbier",4.9000000954,757,"Schwarzbier means "black beer" in German. It is a medium-bodied, malt-accented dark brew, very opaque and deep-sepia in color, with a chewy texture and a firm, creamy, long-lasting head. In spite of its dark color, it comes across as a soft and elegant brew that is rich, mild, and surprisingly balanced. It never tastes harsh, toasty or acrid. The beer is often referred to as a Schwarzpils, a "black Pils," but, unlike a blond Pils, which can be assertively bitter, the hop bitterness in Schwarzbier is always gentle and subdued.


In a glass, Schwarzbier looks much like a British dark ale, but looks can be deceiving. Schwarzbier, unlike a British ale, has a clean lager taste that leaves next to no perception of fruitiness on the palate. Instead, Schwarzbier produces very mild, almost bittersweet, notes of chocolate, coffee, and vanilla. Like most traditional German lagers, Schwarzbier has a malty middle, but the sweetness is never cloying or overpowering. The beer is moderately to well attenuated and the finish tends to be dry. Its alcohol level by volume is in the range of 4.5 to 5%, rarely higher. To accentuate the Schwarzbier's dark elegance and appealing head, always serve it in a tall, fluted or tulip-shaped glass.",1
481,"Belgian-Style Tripel","St. Bernardus Tripel",8,296,"This beer, with high fermentation, has a pale amber colour and a flowery, fruity taste with a harmonious balance between sweet and sour (8% alcohol content). 

This beer has a thick and vivid froth and strikes by its balanced taste with a delicate bitterness.",1
484,"American-Style Pale Ale","Double Bastard Ale",10,1204,,1
485,"Dark American-Belgo-Style Ale","Rochefort 6",7.5,7,"eddish colour, almost like autumn leaves, very consistent texture with a slightly spicy aroma and an intense taste of caramel, fruit, and hints of raisins. It is only brewed about once per year, representing approximately 1% of total beer production, thus is quite difficult to obtain.",1
487,"Belgian-Style Tripel","Westmalle Trappist Tripel",9.5,262,"Was first brewed in 1934 and the recipe has not changed since 1956. It is made with pale candy sugar and has a very pale color produced from a mash of light pilsener malts. Styrian Goldings hops are used along with some German varieties and the classic Saaz pilsener hop. After a long secondary fermentation, the Tripel Westmalle is bottled with a dose of sugar and yeast. This beer holds up well in the bottle over time and seems to soften with age.",1
489,"Scotch Ale","Cow Palace Scotch Ale",6.8000001907,590,,1
493,"Traditional German-Style Bock","Curator Dunkler Doppelbock",9,511,,1
498,"Traditional German-Style Bock",Nickelbier,6.5,230,,1
505,"German-Style Schwarzbier",Schwarzbier,5.3000001907,1120,,1
510,"American-Style Lager",Rotgold-Pils,4.9000000954,74,,1
513,"Traditional German-Style Bock","Coronator Helle Doppelbock",7.5,204,,1
526,"Old Ale","Manchester Star Ale",7.3000001907,727,,1
535,"American-Style Pale Ale","Green Valley Stone Mill Pale Ale",5.5,44,,1
543,Porter,"Huusbier Schwarz",4.5,233,,1
545,"South German-Style Hefeweizen",Weizentrumpf,5.5,233,,1
546,"American-Style Lager","Honey Brown Ale",6,233,,1
551,"American-Style Stout",Stout,5,1116,,1
552,"South German-Style Hefeweizen",Weizen,5,1116,,1
563,"South German-Style Hefeweizen",Ur-Weizen,5,1344,,1
570,"South German-Style Hefeweizen",Hefe-Weizen,5.1999998093,216,,1
596,"American-Style India Pale Ale","Red Racer India Pale Ale",6.5,357,,1
636,"American-Style Pale Ale","India Pale Ale",5.8000001907,873,,1
637,"American-Style Stout","Oatmeal Stout",6.5,873,,1
638,"American-Style Lager","Cream Ale",4.8000001907,873,,1
641,"American-Style Lager","Island Lager",5,598,,1
641,"American-Style Lager","Island Lager",5,598,,1
642,"American-Style Pale Ale","English Bay Pale Ale",5,598,,1
642,"American-Style Pale Ale","English Bay Pale Ale",5,598,,1
643,"American-Style Lager","Kitsilano Maple Cream Ale",5,598,,1
643,"American-Style Lager","Kitsilano Maple Cream Ale",5,598,,1
644,"American-Style Lager","Cypress Honey Lager",4.6999998093,598,,1
644,"American-Style Lager","Cypress Honey Lager",4.6999998093,598,,1
647,"South German-Style Hefeweizen","Haupenthal Hefeweizen",4.8000001907,457,,1
648,"American-Style Lager","Old Bridge Dark Lager",5.3000001907,457,,1
650,"American-Style Pale Ale","Cartwright Pale Ale",4.3000001907,457,,1
656,"American-Style Stout","1916 Irish Stout",3.5,590,,1
657,"Traditional German-Style Bock","Model-A-Tor Doppelbock",7.4000000954,590,,1
658,"American-Style Brown Ale","Wilsteraner Altbier",5.5999999046,590,,1
667,"American-Style Lager","Old Seattle Lager",4.3000001907,829,,1
668,Porter,"Nightwatch Dark Ale",5.5,829,,1
669,"American-Style Pale Ale","Islander Pale Ale",5,829,,1
671,"American-Style Lager","Clipper Gold Hefeweizen",5.1999998093,829,,1
672,"American-Style Amber/Red Ale","Flagship Red Alt Ale",5.1999998093,829,,1
683,"American-Style India Pale Ale","The Immortal IPA",6.3000001907,496,,1
684,"South German-Style Weizenbock","Whoville Weizenbock",6.5999999046,496,,1
687,"American-Style Lager","Foster Child Australian Lager",4,497,,1
690,"American-Style Pale Ale","Elysian Fields Pale Ale",4.8000001907,496,,1
693,Porter,"Perseus Porter",5.4000000954,496,,1
694,"Extra Special Bitter","The Wise ESB",5.9000000954,496,,1
695,"Traditional German-Style Bock","Ambrosia Maibock",5.3000001907,496,,1
703,"American-Style Stout","Imperial Stout",6.1999998093,1296,,1
704,"American-Style Pale Ale","Imperial I.P.A.",7.1999998093,1296,,1
706,"American-Style Pale Ale","N.W. Pale Ale",5,1296,,1
707,"Traditional German-Style Bock",Bock,5,1296,,1
708,"American-Style Lager",Weissbier,4.3000001907,1296,,1
717,"American-Style Stout","Terminator Stout",6.4499998093,842,"Black as the darkest night, rich as the most decadent dessert, Terminator is for the true stout lover. This is a full bodied and flavor packed ale which draws it's robust complexity from kiln-baked specialty grains. Look for a wide array of toasted, chocolate, nutty and coffee-like flavors in every pint! The devoted swear by it, and it remains one of our top selling ales year after year.",1
721,"Imperial or Double India Pale Ale","Industrial IPA",7.4000000954,445,"This one's a butt-kicker! Essentially, the same recipe as the IPA, but with approximately 25% more grain and twice the hops!",1
722,"American-Style India Pale Ale",IPA,6.1999998093,445,"OUR FLAGSHIP BEER, the one for which we're known throughout the Puget Sound. Columbus hops impart intense bitterness with flavors of grapefruit and a hint of cedar.",1
723,Porter,"Possession Porter",5.5999999046,445,,1
724,"American-Style Stout","Steamer Glide Stout",4.8000001907,445,,1
726,"American-Style Brown Ale","Brown Ale",5.5999999046,445,,1
728,"South German-Style Hefeweizen",Hefe-Weizen,5.8000001907,445,,1
729,"American-Style Pale Ale","Lighthouse Ale",4.3000001907,445,,1
731,"American-Style India Pale Ale","Gale Force IPA",5.5999999046,1124,,1
732,Porter,Porter,5.8000001907,1124,,1
733,"American-Style Brown Ale","Nut Brown",4.3000001907,1124,,1
734,"American-Style Brown Ale","Amber Ale",5.0999999046,1124,,1
735,"American-Style Lager","Hefe Weizen",4.5999999046,1124,,1
739,"American-Style Stout","Skibbereen Stout",5.3000001907,1151,,1
742,"American-Style Amber/Red Ale","Free Bike Amber",4.5,1151,,1
743,Porter,"Highwater Porter",6,1151,,1
744,"American-Style Brown Ale","Skagit Brown Ale",4.8000001907,1151,,1
745,"American-Style Pale Ale","Yellowjacket Pale Ale",4.5,1151,,1
747,"American-Style Lager","Del Rio Lager",4,1151,,1
752,"American-Style Pale Ale","India Pale Ale",6.5999999046,504,,1
753,Porter,Porter,5.9000000954,504,,1
756,"South German-Style Hefeweizen",Hefeweizen,4.3000001907,504,,1
762,"American-Style Pale Ale","WinterFish Ale",7.5,526,,1
764,"American-Style India Pale Ale","Organic India Pale Ale",6.6999998093,526,"Fish Tale Organic India Pale Ale is a medium-bodied beer with a rich golden color. The organic pale and crystal malts lay down a firm malt body. This provides the backbone for an assertive hop profile featuring organic Pacific Gem. The moment the Mighty Fish Brewers sampled this pungent and resinous New Zealand hop, they knew it would be perfect for their Organic I.P.A. The result: A Cascadian treasure.",1
765,"American-Style Pale Ale","Wild Salmon Pale Ale",4,526,,1
766,"American-Style Amber/Red Ale","Organic Amber Ale",5,526,"Medium-bodied with an appealing amber hue, this is the First Ale of the Republic. Its organic pale, Munich, and crystal malts create a gentle sweet character that is difficult to resist.  From organic Hallertauer hops come a zesty flavor and aroma that beautifully balance Organic Amber's malt profile. The result: Truly delicious ale that salutes organic farmers and all the goodness they bring to our tables.",1
767,"American-Style Lager","Blind Pig Dunkelweizen",4.6999998093,526,,1
768,"American-Style Lager","Whistling Pig Hefeweizen",4.5,526,,1
769,"Old Ale","Snow Cap",7,1030,,1
770,"American-Style Pale Ale",DPA,5.0999999046,1030,,1
771,"American-Style Lager","Krystal Weizen",4.9000000954,1030,,1
772,"American-Style India Pale Ale","Thunder Head IPA",6.6999998093,1030,,1
773,"American-Style Lager","Amber Weizen",5.5,1030,,1
774,"American-Style Lager",Hefeweizen,5.1999998093,1030,,1
782,"American-Style Stout","No Doubt Stout",5.75,494,,1
783,"American-Style Pale Ale","Riot Ale",7.5,494,,1
784,"American-Style India Pale Ale",IPA,5.5,494,,1
785,"American-Style Pale Ale","Alembic Pale",5.5,494,,1
786,"American-Style Lager","Luna Weizen",4.5,494,,1
797,"American-Style Stout","Cream Stout",6.5,1185,,1
799,"American-Style India Pale Ale","MoJo India Pale Ale",6.8000001907,160,,1
800,"Old Ale","Old Woody 2005",10,526,,1
802,"Other Belgian-Style Ales","Urthel Hop-It",9.5,431,,1
803,"American-Style Stout","Super Natural Oatmeal Stout",8,641,,1
